train_loss,val_loss,train_acc,val_acc,lr
0.7120706773939587,0.6270772761768765,0.45714285714285713,0.4888888888888889,0.0001
0.5929703496751331,0.5335662444432576,0.7,0.8444444444444444,0.0001
0.5272563253130231,0.4546317332320743,0.7428571428571429,0.7777777777777778,0.0001
0.44762234971636816,0.38069140447510613,0.8,0.8222222222222222,0.0001
0.37934784832454865,0.2919113980399238,0.8333333333333334,0.9111111111111111,0.0001
0.3185337361835298,0.23955983387099372,0.8333333333333334,0.9333333333333333,0.0001
0.2237270060039702,0.19028705954551697,0.9142857142857143,0.9333333333333333,0.0001
0.2213050331388201,0.15755892760223814,0.9047619047619048,0.9777777777777777,0.0001
0.16059051070894514,0.11564892629782358,0.9523809523809523,0.9777777777777777,0.0001
0.1549729828323637,0.1128143012523651,0.9476190476190476,1.0,0.0001
0.14512162974902562,0.09025986956225501,0.9714285714285714,1.0,0.0001
0.09788680190131778,0.07638760987255308,0.9761904761904762,0.9777777777777777,0.0001
0.0842290249608812,0.08670596381028493,0.9761904761904762,0.9777777777777777,0.0001
0.11867721534910657,0.10003112289640638,0.9761904761904762,0.9777777777777777,0.0001
0.08266098627022335,0.08044451243347592,0.9904761904761905,0.9777777777777777,0.0001
0.09886257776192256,0.058173977831999464,0.9714285714285714,1.0,0.0001
0.05426817713748841,0.05186159527964062,0.9857142857142858,1.0,0.0001
0.05011126867362431,0.04341826927330759,0.9809523809523809,1.0,0.0001
0.049268051840010145,0.032428404854403604,0.9952380952380953,1.0,0.0001
0.07353235674755913,0.04547433882123894,0.9809523809523809,0.9555555555555556,0.0001
0.0548503638733001,0.03321355523334609,0.9904761904761905,1.0,0.0001
0.07039849949734552,0.03879074330131213,0.9714285714285714,0.9777777777777777,0.0001
0.08308157981151626,0.04677747901942995,0.9809523809523809,0.9777777777777777,5e-05
0.04723125969370206,0.03737997810045878,0.9857142857142858,0.9777777777777777,5e-05
0.07844118734910374,0.02697703916993406,0.9714285714285714,1.0,5e-05
0.08148165004593985,0.029168806059492958,0.9666666666666667,1.0,5e-05
0.07789680785721256,0.02832158464524481,0.9809523809523809,1.0,5e-05
0.03461366506914298,0.031176297325226997,0.9904761904761905,0.9777777777777777,5e-05
0.04437014825996898,0.030853438191115856,0.9809523809523809,0.9777777777777777,2.5e-05
0.07955880129621143,0.02622440360072586,0.9571428571428572,1.0,2.5e-05
0.05945838260508719,0.026586926645702787,0.9857142857142858,1.0,2.5e-05
0.0904537866867724,0.02865718234744337,0.9714285714285714,1.0,2.5e-05
0.0337813383766583,0.037764850341611436,0.9952380952380953,0.9777777777777777,2.5e-05
0.03653375591550555,0.033495195375548466,0.9904761904761905,0.9777777777777777,1.25e-05
0.11818299846989767,0.03862686904354228,0.9523809523809523,0.9777777777777777,1.25e-05
0.03126816463967164,0.036587337445881635,0.9904761904761905,0.9777777777777777,1.25e-05
0.037499305996156876,0.03755687144067552,0.9857142857142858,0.9777777777777777,1.25e-05
0.07233311122372037,0.0304821432257692,0.9809523809523809,0.9777777777777777,6.25e-06
